192	1	1
195	1	1
201	1	1
204	1	1
218	1	1
220	1	1
228	1	1
233	1	1
252	1	1
255	1	1
272	1	1
280	1	1
286	1	1
297	1	1
298	1	1
329	1	1
342	1	1
346	1	1
358	1	1
366	1	1
368	1	1
369	1	1
371	1	1
383	1	1
405	1	1
406	1	1
418	1	1
428	1	1
431	1	1
455	1	1
460	1	1
467	1	1
472	1	1
476	1	1
479	1	1
502	1	1
513	1	1
521	1	1
525	1	1
532	1	1
545	1	1
556	1	1
573	1	1
579	1	1
589	1	1
592	1	1
593	1	1
594	1	1
595	1	1
604	1	1
607	1	1
638	1	1
666	1	1
670	1	1
674	1	1
681	1	1
685	1	1
711	1	1
716	1	1
740	1	1
747	1	1
755	1	1
756	1	1
757	1	1
758	1	1
808	1	1
837	1	1
879	1	1
880	1	1
895	1	1
903	1	1
906	1	1
907	1	1
912	1	1
916	1	1
953	1	1
955	1	1
967	1	1
970	1	1
978	1	1
986	1	1
998	1	1
1020	1	1
1038	1	1
1043	1	1
1076	1	1
1077	1	1
1106	1	1
1154	1	1
1160	1	1
1167	1	1
1185	1	1
1198	1	1
1207	1	1
1272	1	1
1290	1	1
1292	1	1
1302	1	1
1303	1	1
1304	1	1
1309	1	1
1314	1	1
1339	1	1
1360	1	1
1417	1	1
1421	1	1
1423	1	1
1426	1	1
1438	1	1
1445	1	1
1448	1	1
1453	1	1
1459	1	1
1473	1	1
1475	1	1
1478	1	1
1490	1	1
1501	1	1
1519	1	1
1533	1	1
1555	1	1
1556	1	1
1557	1	1
1558	1	1
1559	1	1
1563	1	1
1578	1	1
1588	1	1
1592	1	1
1598	1	1
1617	1	1
1631	1	1
1703	1	1
1733	1	1
1976	1	1
2055	1	1
2157	1	1
2375	1	1
2553	1	1
2589	1	1
2601	1	1
2602	1	1
2610	1	1
2628	1	1
2659	1	1
2660	1	1
2669	1	1
2676	1	1
2703	1	1
2756	1	1
2803	1	1
2812	1	1
2813	1	1
2814	1	1
2815	1	1
2816	1	1
2817	1	1
2818	1	1
2819	1	1
2820	1	1
2821	1	1
2822	1	1
2823	1	1
2825	1	1
2826	1	1
2854	1	1
2855	1	1
2860	1	1
2887	1	1
2890	1	1
2907	1	1
2916	1	1
2917	1	1
2918	1	1
2919	1	1
2930	1	1
2931	1	1
2943	1	1
2947	1	1
2951	1	1
2953	1	1
2963	1	1
2965	1	1
2977	1	1
2993	1	1
3017	1	1
3030	1	1
3078	1	1
3106	1	1
3108	1	1
3141	1	1
3162	1	1
3164	1	1
3173	1	1
3201	1	1
3252	1	1
3316	1	1
3358	1	1
3362	1	1
3395	1	1
3413	1	1
3417	1	1
3421	1	1
3442	1	1
3452	1	1
3546	1	1
3547	1	1
3549	1	1
3554	1	1
3557	1	1
3571	1	1
3581	1	1
3633	1	1
3643	1	1
3644	1	1
3645	1	1
3646	1	1
3660	1	1
3672	1	1
3675	1	1
3677	1	1
3712	1	1
3779	1	1
3812	1	1
3910	1	1
3925	1	1
3987	1	1
3999	1	1
4088	1	1
4372	1	1
4391	1	1
4645	1	1
4934	1	1
4948	1	1
5001	1	1
5007	1	1
5021	1	1
5039	1	1
5050	1	1
5056	1	1
5100	1	1
5143	1	1
5159	1	1
5171	1	1
5196	1	1
5207	1	1
5219	1	1
5224	1	1
5226	1	1
5233	1	1
5237	1	1
5239	1	1
5263	1	1
5279	1	1
5280	1	1
5282	1	1
5305	1	1
5311	1	1
5322	1	1
5330	1	1
5336	1	1
5350	1	1
5383	1	1
5498	1	1
5509	1	1
5521	1	1
5630	1	1
5665	1	1
5710	1	1
5764	1	1
5857	1	1
5860	1	1
5863	1	1
5893	1	1
5895	1	1
5927	1	1
5929	1	1
5976	1	1
5990	1	1
5991	1	1
5996	1	1
6017	1	1
6057	1	1
6073	1	1
6090	1	1
6102	1	1
6112	1	1
6113	1	1
6134	1	1
6155	1	1
6207	1	1
6228	1	1
6253	1	1
6261	1	1
6268	1	1
6288	1	1
6303	1	1
6304	1	1
6341	1	1
6366	1	1
6369	1	1
6391	1	1
6445	1	1
6469	1	1
6472	1	1
6481	1	1
6489	1	1
6492	1	1
6493	1	1
6500	1	1
6510	1	1
6511	1	1
6514	1	1
6596	1	1
6605	1	1
6641	1	1
6659	1	1
6672	1	1
6673	1	1
6677	1	1
6707	1	1
6709	1	1
6745	1	1
6747	1	1
6776	1	1
6778	1	1
6857	1	1
6906	1	1
6930	1	1
6941	1	1
6976	1	1
7003	1	1
7014	1	1
7041	1	1
7066	1	1
7068	1	1
7080	1	1
7096	1	1
7115	1	1
7167	1	1
7211	1	1
7373	1	1
7378	1	1
7428	1	1
7434	1	1
7442	1	1
7456	1	1
7468	1	1
7489	1	1
7492	1	1
7496	1	1
7529	1	1
7541	1	1
7557	1	1
7569	1	1
7572	1	1
7573	1	1
7581	1	1
7599	1	1
7625	1	1
7633	1	1
7638	1	1
7641	1	1
7648	1	1
7649	1	1
7664	1	1
7665	1	1
7668	1	1
7673	1	1
7676	1	1
7678	1	1
7707	1	1
7724	1	1
7731	1	1
7741	1	1
7765	1	1
7767	1	1
7771	1	1
7790	1	1
7801	1	1
7814	1	1
7815	1	1
7817	1	1
7818	1	1
7821	1	1
7825	1	1
7830	1	1
7836	1	1
7844	1	1
7845	1	1
7855	1	1
7863	1	1
7878	1	1
7891	1	1
7893	1	1
7897	1	1
7903	1	1
7907	1	1
7927	1	1
7931	1	1
7935	1	1
7956	1	1
7960	1	1
7977	1	1
7980	1	1
7983	1	1
7989	1	1
8004	1	1
8019	1	1
8020	1	1
8021	1	1
8060	1	1
8073	1	1
8075	1	1
8089	1	1
8098	1	1
8102	1	1
8105	1	1
8107	1	1
8115	1	1
8124	1	1
8150	1	1
8160	1	1
8163	1	1
8173	1	1
8213	1	1
8248	1	1
8322	1	1
8349	1	1
8356	1	1
8361	1	1
8380	1	1
8394	1	1
8407	1	1
8408	1	1
8446	1	1
8481	1	1
8493	1	1
8533	1	1
8633	1	1
8645	1	1
8666	1	1
8672	1	1
8676	1	1
8700	1	1
8701	1	1
8726	1	1
8756	1	1
8760	1	1
8773	1	1
8811	1	1
8821	1	1
8836	1	1
8837	1	1
8850	1	1
8857	1	1
8866	1	1
8872	1	1
8879	1	1
8880	1	1
8881	1	1
8893	1	1
8896	1	1
8899	1	1
8911	1	1
8913	1	1
8933	1	1
8944	1	1
8946	1	1
8949	1	1
8966	1	1
8980	1	1
8989	1	1
8998	1	1
9000	1	1
9020	1	1
9026	1	1
9052	1	1
9057	1	1
9064	1	1
9066	1	1
9069	1	1
9072	1	1
9078	1	1
9080	1	1
9101	1	1
9111	1	1
9148	1	1
9156	1	1
9168	1	1
9274	1	1
9317	1	1
9319	1	1
9330	1	1
9335	1	1
9343	1	1
9346	1	1
9349	1	1
9351	1	1
9355	1	1
9359	1	1
9362	1	1
9367	1	1
9371	1	1
9376	1	1
9393	1	1
9397	1	1
9416	1	1
9429	1	1
9436	1	1
9441	1	1
9446	1	1
9448	1	1
9454	1	1
9456	1	1
9461	1	1
9465	1	1
9466	1	1
9473	1	1
9482	1	1
9490	1	1
9503	1	1
9505	1	1
9508	1	1
9509	1	1
9516	1	1
9537	1	1
9542	1	1
9546	1	1
9555	1	1
9563	1	1
9574	1	1
9578	1	1
9595	1	1
9624	1	1
9719	1	1
9736	1	1
9765	1	1
9825	1	1
9826	1	1
9827	1	1
9828	1	1
9858	1	1
9864	1	1
9884	1	1
9888	1	1
9914	1	1
9921	1	1
9922	1	1
9929	1	1
9953	1	1
9956	1	1
9973	1	1
9974	1	1
9978	1	1
9980	1	1
9983	1	1
9984	1	1
9985	1	1
9999	1	1
10018	1	1
10031	1	1
10034	1	1
10036	1	1
10045	1	1
